Term	Index	Name
GO:0030694	17	The central portion of the bacterial-type flagellar basal body, which spans the periplasm and threads through the rings.
GO:0020008	18	A large, club-shaped secretory organelle that forms part of the apical complex of an apicomplexan parasite, and consists of a bulbous body and a narrow electron-dense neck that extends through the conoid at the apical tip of the parasite. The rhoptry necks serve as ducts through which the contents of the rhoptries are secreted after attachment to the host has been completed and at the commencement of invasion. Rhoptry proteins function in the biogenesis and host organellar association of the parasitophorous vacuole.
GO:0097433	19	An electron dense body which may contain granules.
GO:0110071	20	The base of the cellularization invagination or cleavage furrow most distal to the original multi-nucleate cell or syncytium plasma membrane.
GO:1990037	21	The center portion of a Lewy body. In Parkinson's disease, it contains a matted meshwork of filaments.
GO:0044290	22	The space bounded by the mitochondrial cristae membranes, continuous with the intermembrane space.
GO:0097592	23	A region of the ventral disc of Giardia species (trophozoite stage) where two portions of the same array of microtubules overlap (the microtubule array makes a complete circle and overlaps on itself).
GO:0070971	24	An endoplasmic reticulum part at which COPII-coated vesicles are produced.
GO:0043673	25	The outer, sculptured layer of the exine, which lies above the nexine.
GO:0032179	26	The slender tubular outgrowth first produced by most spores in germination.
GO:1990047	27	A proteinaceous, nuclear-derived structure that embeds the microtubule spindle apparatus from pole to pole in a microtubule-independent manner during mitosis.
GO:0044326	28	Part of the dendritic spine that connects the dendritic shaft to the head of the dendritic spine.
GO:1990225	29	Narrow, electron-dense part of the rhoptry that extends through the conoid at the apical tip of an apicomplexan parasite. The rhoptry neck serves as a duct through which the contents of the rhoptry are secreted after attachment to the host has been completed and at the commencement of invasion.
GO:0048471	30	Cytoplasm situated near, or occurring around, the nucleus.
GO:0020039	31	The structure enclosing certain parasite cells such as certain apicomplexa and Euglenozoa; consists of the cell membrane with its associated infrastructure of microtubules, microfilaments and other organelles.
GO:0001917	32	The inner segment of a vertebrate photoreceptor containing mitochondria, ribosomes and membranes where opsin molecules are assembled and passed to be part of the outer segment discs.
GO:0097544	33	The mid part of a cilium between the ciliary base and ciliary tip that extends into the extracellular space.
GO:1990716	34	Part of the 9+2 axoneme, that occurs in most motile cilia, consisting of the pair of two single central microtubules and their associated structures which include the central pair projections, the central pair bridges linking the two tubules, and the central pair caps which are attached to the distal or plus ends of the microtubules.
GO:0043196	35	Non-terminal inflated portion of the axon, containing the specialized apparatus necessary to release neurotransmitters.
GO:0070115	36	The region between the inner and outer lipid bilayers that surround an organellar chromatophore.
GO:0044224	37	A region of an axon near a node of Ranvier that is between the paranode and internode regions.
GO:0001652	38	A structure found in the nucleolus, which contains nearly completed preribosomal particles destined for the cytoplasm.
GO:0009548	39	The portion of the plasma membrane surrounding a plasmodesma.
GO:0000801	40	A structural unit of the synaptonemal complex found between the lateral elements.
GO:0090405	41	A cell projection part that is a branch of a unicellular trichome.
GO:0032426	42	A distinct compartment at the tip of a stereocilium, distal to the site of attachment to the apical cell surface. It consists of a dense matrix bridging the barbed ends of the stereocilium actin filaments with the overlying plasma membrane, is dynamic compared to the shaft, and is required for stereocilium elongation.
GO:0106125	43	A matrix composed of planar membranes, vesicles and lipid inclusions within the reservosome.
GO:0031910	44	Stable, specialized structure for the ingestion of food by the cell into phagosomes.
GO:1990783	45	Cytoplasm situated near, or occurring around, a phagosome.
GO:0085036	46	The space between the symbiont plasma membrane and the extrahaustorial membrane of the host.
GO:0120105	47	The region of the mitotic actomyosin ring in between the proximal layer and the actin filament layer. This region contains the accessory protein network, some actin filaments and connections between the proximal layer and the actin filament layer.
GO:1990295	48	A cytoskeletal part that consists of an array of microtubules and associated molecules that forms at the end of anaphase, and in which microtubules are nucleated from an equatorial microtubule organizing center.
GO:0120083	49	A subcompartment of the rough endoplasmic reticulum consisting of lumenal expansion into a flattened, disc-shaped cavity.
GO:0009425	50	One of the three major substructures of the bacterial-type flagellum, the basal body is embedded in the cell envelope (the plasma membrane, peptidoglycan cell wall, and, if one is present, the outer membrane); it houses the secretion apparatus that exports the more distal components and the flagellar motor.
GO:1990875	51	The side of the nuclear pore complex (NPC) that faces the nucleoplasm.
GO:0098843	52	A stably positioned site of clathrin adjacent and physically attached to the postsynaptic specialization, which is the site of endocytosis of post-synaptic proteins.
GO:0044303	53	Any of the smaller branches of an axon that emanate from the main axon cylinder.
GO:0043198	54	Cylindric portion of the dendrite, directly stemming from the perikaryon, and carrying the dendritic spines.
GO:0090688	55	The part of the cleavage furrow closest to the cell surface.
GO:0032153	56	The eventual plane of cell division (also known as cell cleavage or cytokinesis) in a dividing cell. In Eukaryotes, the cleavage apparatus, composed of septin structures and the actomyosin contractile ring, forms along this plane, and the mitotic, or meiotic, spindle is aligned perpendicular to the division plane. In bacteria, the cell division site is generally located at mid-cell and is the site at which the cytoskeletal structure, the Z-ring, assembles.
GO:0061822	57	An intracellular compartmentalized cilium structure found in insect spermatids which is bounded by a membrane derived from the invagination of the cell membrane that remains associated with the primary cilium as it is internalized. The ciliary cap is maintained at the end of the axoneme distal to the centriole and is separated from the cytosolic axoneme/cytoplasm by a putative transition zone, which may extend into the ciliary cap, and include a structure at the base of the ciliary cap termed the ring centriole.
GO:0010319	58	Thin filamentous structure extending from the surface of all plastid types examined so far, including chloroplast, proplastid, etioplast, leucoplast, amyloplast, and chromoplast. In general, stromules are more abundant in tissues containing non-green plastids, and in cells containing smaller plastids. The primary function of stromules is still unresolved, although the presence of stromules markedly increases the plastid surface area, potentially increasing transport to and from the cytosol. Other functions of stromules, such as transfer of macromolecules between plastids and starch granule formation in cereal endosperm, may be restricted to particular tissues and cell types.
GO:0043592	59	The outermost layer of a bacterial endospore, which is loosely attached and located outside of the endospore coat. It is generally composed of protein, carbohydrate, and perhaps lipid.
GO:0090641	60	The middle layer in a microsporidian spore wall that lies under the exospore and outside the plasma membrane, containing chitin and proteins.
GO:0060187	61	Either of two different areas at opposite ends of an axis of a cell.
GO:0090637	62	The desmosomal part containing the C-termini of desmoplakins which interact with the keratin intermediate filaments, serving to tether the intermediate filaments to the plasma membrane.
GO:0140022	63	A giant secretory organelle that comprises a bulb-shape capsule containing a coiled hollow tubule structure attached to it. A cnida defines the phylum Cnidaria.
GO:0036379	64	Any of the smallest contractile units of a myofibril (striated muscle fiber).
GO:0016604	65	Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins.
GO:0070938	66	A cytoskeletal structure composed of filamentous protein that forms beneath the membrane of many cells or organelles, in the plane of cell or organelle division. Ring contraction is associated with centripetal growth of the membrane that divides the cytoplasm of the two daughter cells or organelles.
GO:0110092	67	The area of a motile nucleus closest to the direction of movement.
GO:0060110	68	The layer of cuticle most closely apposed to the hypodermal cells. The morphology of the basal layer varies with life stage. In adult C. elegans animals, the basal layers is comprised of three sublayers: two fibrous layers whose fibers run in clockwise and counter-clockwise directions meeting one another at a 60 degree angle, and an amorphous basal layer that lies underneath the fibrous layers and directly contacts the hypodermis. In C. elegans dauer and L1 larval stage animals, the basal layer is characterized by a striated pattern that appears to derive from interwoven laminae. An example of this component is found in Caenorhabditis elegans.
GO:0031256	69	The portion of the plasma membrane surrounding the leading edge of a motile cell.
GO:0090724	70	The center of the migrating motile tip of a growing nerve cell axon or dendrite.
GO:0097356	71	The perinucleolar compartment (PNC) is a subnuclear structure associated with, but structurally distinct from, the nucleolus. The PNC contains large amounts of the heterogeneous nuclear ribonucleoprotein complex (hnRNP) called hnRNP 1 (PTB). Many RNA binding proteins as well as RNA polymerase III transcripts are highly enriched in this compartment. PTB and pol III transcripts are required for the integrity of the PNC.
GO:1990015	72	A cell projection (often from glial cells such as Schwann cells) that surrounds an unmyelinated axon or cell soma.
GO:0009549	73	A microfibril composed of cellulose arranged in orthogonal layers. Cellulose is a straight chain polysaccharide composed of B(14) linked glucose subunits. It is a major component of plant cell walls. Higher plant microfibrils are about 10nm in diameter and extremely long in relation to their width. The cellulose molecules are oriented parallel to the long axis of the microfibril in a paracrystalline array, which provides great tensile strength. The microfibrils are held in place by the wall matrix and their orientation is closely controlled by the cell.
GO:0150004	74	The part of the dendritic spine neck where the spine arises from the dendritic shaft.
GO:0097218	75	A part of the cell wall of a sieve tube member that bears one or more highly specialized sieve areas.
GO:0000922	76	Either of the ends of a spindle, where spindle microtubules are organized; usually contains a microtubule organizing center and accessory molecules, spindle microtubules and astral microtubules.
GO:0090692	77	The site on the mitochondrial membrane where the separation of a single continuous mitochondrial membrane into two membranes occurs as a final step in mitochondrial fission.
GO:0060107	78	The extracellular matrix that is a regularly spaced circumferential ridge present in the cortical region of the cuticle. Annuli are delineated by annular furrows and are present throughout the cuticle with the exception of lateral regions where longitudinal alae are present.
GO:0061825	79	The F-actin-rich core of an adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell.
GO:0072562	80	A phospholipid microvesicle that is derived from any of several cell types, such as platelets, blood cells, endothelial cells, or others, and contains membrane receptors as well as other proteins characteristic of the parental cell. Microparticles are heterogeneous in size, and are characterized as microvesicles free of nucleic acids.
GO:0097204	81	The older part of the phagocytic cup where the actin cytoskeleton disassembles, allowing early incoming and outgoing vesicular trafficking.
GO:0031257	82	The portion of the plasma membrane surrounding the trailing edge of a motile cell.
GO:0043209	83	An electrically insulating fatty layer that surrounds the axons of many neurons. It is an outgrowth of glial cells: Schwann cells supply the myelin for peripheral neurons while oligodendrocytes supply it to those of the central nervous system.
GO:0009986	84	The external part of the cell wall and/or plasma membrane.
GO:0061827	85	The part of the late spermatid or spermatozoon that contains the nucleus and acrosome.
GO:0005726	86	Structures of variable diameter visible in the nucleoplasm by electron microscopy, mainly observed near the border of condensed chromatin. The fibrils are enriched in RNA, and are believed to be sites of pre-mRNA splicing and polyadenylylation representing the in situ form of nascent transcripts.
GO:0031592	87	An amorphous structure surrounding the core of the centrosome, from which microtubules are nucleated; contains gamma-tubulin.
GO:0031672	88	The dark-staining region of a sarcomere, in which myosin thick filaments are present; the center is traversed by the paler H zone, which in turn contains the M line.
GO:0032579	89	A fibrous network that is part of the hyalin layer extracellular matrix. The apical lamina is thought to be principally composed of the glycoproteins fibropellins. This matrix has been found in echinoderms.
GO:0097478	90	Any of the two layers of lipid molecules that constitute a membrane.
GO:0036117	91	A cable structure, surrounding some cell types (e.g. proximal or bronchial tubular epithelial cells), and composed of hyaluranon (HA), a ubiquitous connective tissue glycosaminoglycan.
GO:0043678	92	The innermost of the major layers of the pollen grain wall which underlies the exine and borders the cytoplasm.
GO:0048223	93	Network composed of hemicelluloses; members of a class of plant cell wall polysaccharide that cannot be extracted from the wall by hot water or chelating agents, but can be extracted by aqueous alkali. Includes xylan, glucuronoxylan, arabinoxylan, arabinogalactan II, glucomannan, xyloglucan and galactomannan.
GO:1990030	94	Ramification of basket cell axon surrounding cell bodies, forming the characteristic pericellular baskets from which the cell class derives its name.
GO:0009510	95	A tightly wound cylinder of membrane that is located within the plasmodesmal pore and runs the length of the plasmodesma. The desmotubule likely provides a rigid stability to plasmodesmata and confers a fixed diameter and pore size to the plasmodesmal canal, and is linked to the endoplasmic reticulum in each of the adjacent cell.
GO:0009424	96	The portion of the bacterial-type flagellum that connects the filament to the basal body.
GO:0005576	97	The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite.
GO:0009431	98	One of the rings of the bacterial-type flagellar basal body; a double-flanged ring that anchors the basal body to the cytoplasmic membrane.
GO:0033012	99	A permanent cup-shaped structure at the cell plasma membrane in secretory cells. Following a secretory stimulus, secretory vesicles transiently dock and fuse at the base of porosomes and release intravesicular contents dictated by the turgor pressure generated from the swelling of secretory vesicles.
GO:1990836	100	A matrix composed of supramolecular assemblies of lysosomal enzymes and lipids which forms at a pH of 5.0 within the lysosome.
GO:0005825	101	Structure adjacent to the plaques of the spindle pole body.
GO:0005630	102	The outermost layer of the spore wall, as described in Saccharomyces.
GO:0097227	103	The ring-like, filamentous structure located at the distal end of the midpiece of the sperm flagellum; the annulus is thought to form a diffusion barrier between the midpiece and the principal piece and serve as a stabilizing structure for tail rigidity.
GO:0001772	104	An area of close contact between a lymphocyte (T-, B-, or natural killer cell) and a target cell formed through the clustering of particular signaling and adhesion molecules and their associated membrane rafts on both the lymphocyte and the target cell and facilitating activation of the lymphocyte, transfer of membrane from the target cell to the lymphocyte, and in some situations killing of the target cell through release of secretory granules and/or death-pathway ligand-receptor interaction.
GO:1990819	105	A focus at the mating projection tip where the cell wall is degraded during conjugation with cellular fusion. Actin filaments form an aster-like structure from this location.
GO:0044327	106	Distal part of the dendritic spine, that carries the post-synaptic density.
GO:0005737	107	The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.
GO:0032126	108	A cell part that is composed of the eisosome membrane or MCC domain, a furrow-like plasma membrane sub-domain and associated integral transmembrane proteins, and the proteins (eisosome filaments) that form a scaffolding lattice on the cytoplasmic face. Eisosomes broadly affect overall plasma membrane organization.
GO:0062074	109	An area where exine is reduced or absent, in the pollen wall.
GO:0020031	110	An electron dense ring at the most anterior position of the apical complex, from which the conoid fibers originate; formed during an invasive life cycle stage of an apicomplexan parasite.
GO:0097546	111	Area of the cilium (also called flagellum) where the basal body and the axoneme are anchored to the plasma membrane. The ciliary base encompasses the distal part of the basal body, transition fibers and transition zone and is structurally and functionally very distinct from the rest of the cilium. In this area proteins are sorted and filtered before entering the cilium, and many ciliary proteins localize specifically to this area.
GO:0005657	112	The Y-shaped region of a replicating DNA molecule, resulting from the separation of the DNA strands and in which the synthesis of new strands takes place. Also includes associated protein complexes.
GO:0035182	113	An electron opaque backbone of the insect ovarian ring canal that is a part of or adjacent to the plasma membrane. The outer rim is established as the cleavage furrow is arrested, and contains F-actin, anillin, glycoproteins and at least one a protein with a high content of phosphorylated tyrosine residues.
GO:0071944	114	The part of a cell encompassing the cell cortex, the plasma membrane, and any external encapsulating structures.
GO:0060106	115	The cuticle layer that lies directly beneath the lipid-containing epicuticle. The cortical layer contains collagens and insoluble, non-collagenous cuticulins and is characterized by a distinct annular pattern consisting of regularly spaced annular ridges delineated by annular furrows. An example of this component is found in Caenorhabditis elegans.
GO:0140599	116	A nuclear membrane part at the midzone of the mitotic nuclear bridge. The midzone forms a bulge that is enriched in nuclear pores that lack baskets.
GO:0009541	117	A three dimensional regular lattice found in etioplasts. It is composed of a continuous system of tubules but when exposed to light the symmetrical arrangement is rapidly lost as tubules become pinched off into two dimensional sections of lattice. These for perforated sheets of membrane that move apart, extend and increase, finally establishing the typical granal and intergranal lamellae of the mature chloroplast.
GO:0032161	118	Any of a series of structures composed of septins and septin-associated proteins localized to the cleavage plane which are involved in cytokinesis.
GO:0001400	119	The region where the mating projection meets the bulk of the cell, in unicellular fungi exposed to mating pheromone.
GO:0098687	120	Any subdivision of a chromosome along its length.
GO:0009429	121	The portion of the central rod of the bacterial-type flagellar basal body that is proximal to the cell membrane; the proximal rod connects the distal rod to the flagellar motor.
GO:0044304	122	The main axonal trunk, as opposed to the collaterals; i.e., excluding collaterals, terminal, spines, or dendrites.
GO:0097564	123	Set of two basal bodies found in Giardia species (trophozoite stage). It comprises the anterior and ventral basal bodies located to the left of the right nucleus of the trophozoite when viewed dorsally.
GO:0033774	124	A region in the lower half of some cells formed from extensive infoldings of the basal plasma membrane; includes cytoplasm adjacent to the infolded membrane.
GO:0012505	125	A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles.
GO:0031977	126	The volume enclosed by a thylakoid membrane.
GO:0016328	127	The portion of the plasma membrane at the lateral side of the cell. In epithelial cells, lateral plasma membranes are on the sides of cells which lie at the interface of adjacent cells.
GO:0097225	128	The highly organized segment of the sperm flagellum which begins at the connecting piece and is characterized by the presence of 9 outer dense fibers (ODFs) that lie outside each of the 9 outer axonemal microtubule doublets and by a sheath of mitochondria that encloses the ODFs and the axoneme; the midpiece terminates about one-fourth of the way down the sperm flagellum at the annulus, which marks the beginning of the principal piece.
GO:0097653	129	The part of a cell encompassing the intracellular environment and the plasma membrane; it excludes any external encapsulating structures.
GO:0120134	130	The portion of the axoneme that is close to the base of the cilium.
GO:0097614	131	The part of a dinoflagellate cell below the cingulum; also referred to as the posterior portion of a dinoflagellate cell. It is separated from the epicone by the cingulum.
GO:0005702	132	A region of the polytene chromosome where the diameter is considerably decreased, probably resulting from local differences in chromosome organization.
GO:0120107	133	The rotor complex of the bacterial-type flagellum consists of a membrane-anchored ring and the motor switch complex, which participates in the conversion of proton/Na+ energy into the mechanical work of rotation and controls the direction of flagellar rotation.
GO:0020038	134	A mechanically stable cytoskeletal structure associated with the cytoplasmic face of the pellicle and surrounding the microtubule-based cytoskeleton.
GO:0043219	135	Non-compact myelin located adjacent to the nodes of Ranvier in a myelin segment. These non-compact regions include cytoplasm from the cell responsible for synthesizing the myelin. Lateral loops are found in the paranodal region adjacent to the nodes of Ranvier, while Schmidt-Lantermann clefts are analogous structures found within the compact myelin internode.
GO:0033268	136	An axon part that is a gap in the myelin where voltage-gated sodium channels cluster and saltatory conduction is executed.
GO:1990826	137	Nucleoplasm situated in close proximity and peripheral to a nuclear pore complex.
GO:0005713	138	An electron dense structure that is associated with meiotic chromosomes.
GO:0005821	139	Structure between the central and outer plaques of the spindle pole body.
GO:0097545	140	Part of an axoneme consisting in a doublet microtubule. Nine of these outer doublets form the 9+0 axoneme, while the 9+2 axoneme also contains a central pair. Dynein arms attached to the doublets provide the mechanism of movement of the cilium.
GO:0097563	141	Set of two basal bodies found in Giardia species (trophozoite stage). It comprises the caudal and posteriolateral basal bodies located to the right of the left nucleus of the trophozoite when viewed dorsally.
GO:0120098	142	A cellular structure that is the site of a developing centriole, which will become a microtubule organizing center. During the canonical pathway of centriole duplication that occurs during the cell division cycle, procentrioles grow at the proximal ends of both mother and daughter centrioles. In the newly divided cells, the original mother and daughter centrioles become mother centrioles while the procentrioles become the new daughter centrioles. Procentrioles can also arise from de novo pathways that occur in multiciliated cells. In ciliated epithelial cells, numerous procentrioles arise form electron dense material referred to as fibrous granules and deuterosomes. The pathway of procentriole formation in multiciliated protists appears to be similar to that in mammalian multiciliated epithelium. In sperm of primative land plants, multiple procentrioles are formed from a blepharoplast giving rise to multicilated sperm cells.
GO:0020007	143	A group of cytoskeletal structures and associated membrane-bounded organelles found at the anterior end of adult obligate intracellular protozoan parasites in the phylum Apicomplexa. The apical complex is involved in attachment to and penetration of the host cell, and in parasite proliferation.
GO:0120135	144	The portion of the axoneme that is close to the tip of the cilium.
GO:0043670	145	The inner layer of the ectexine.
GO:0097268	146	A subcellular filamentary structure where CTP synthase is compartmentalized in a range of organisms including bacteria, yeast, fruit fly, rat and human.
GO:0090552	147	A cell projection part that is the apical most portion of a unicellular trichome.
GO:1990073	148	A cell wall part that is the part of a wall of a vessel member and bears one or more openings (perforations).
GO:0097540	149	Part of the axoneme consisting of the inner two microtubule doublets of the 9+2 axoneme occurring in most motile cilia.
GO:0120219	150	The region of a polarized cell that is just below the apical region. For example, in a polarized epithelial cell, the apical region has an exposed surface and lies opposite to the basal lamina that separates the epithelium from other tissue so the subapical region is further from the exposed surface and closer to the basal lamina.
GO:0009428	151	One of the rings of the bacterial-type flagellar basal body; anchors the basal body to the peptidoglycan layer.
GO:0090725	152	The non-central region or periphery of the migrating motile tip of a growing nerve cell axon or dendrite.
GO:0035869	153	A region of the cilium between the basal body and proximal segment that is characterized by Y-shaped assemblages that connect axonemal microtubules to the ciliary membrane. The ciliary transition zone appears to function as a gate that controls ciliary membrane composition and separates the cytosol from the ciliary plasm.
GO:0070057	154	The region of the prospore membrane to which the spindle pole body (SPB) is anchored; the prospore membrane extends from the SPB attachment site to surround the spore nucleus.
GO:0090553	155	A cell projection part that is the apical most portion of a unicellular trichome apex.
GO:0110093	156	The area of a motile nucleus furthest from the direction of movement.
GO:0097569	157	Region of the ventral side of the cell body found in Giardia species (trophozoite stage). It is located posterior on either side of the ventral groove; the upper boundary is the ventral disc, and the lower boundary is marked by the posteriolateral flagella.
GO:0005822	158	One of three laminate structures that form the spindle pole body; the inner plaque is in the nucleus.
GO:0031975	159	A multilayered structure surrounding all or part of a cell; encompasses one or more lipid bilayers, and may include a cell wall layer; also includes the space between layers.
GO:1990876	160	The side of the nuclear pore complex (NPC) that faces the cytoplasm.
GO:0009418	161	The long, slender, mid section of a pilus.
GO:0072324	162	Ascus cytoplasm that is not packaged into ascospores.
GO:0000943	163	A complex of the retrotransposon RNA genome, reverse transcriptase, integrase, and associated molecules required for reproduction and integration of the retrotransposon into the host genome; the main structural molecule of the nucleocapsid is often a gag protein homolog.
GO:0002139	164	A structure involved in coupling stereocilia to one another in sensory hair cells There are four morphologically distinct types: tip links, horizontal top connectors, shaft connectors and ankle links. Tip links and horizontal top connectors are the only inter-stereocilia links associated with mature cochlea, whereas ankle links appear during development of the auditory hair bundle.
GO:0005706	165	A thread-like connection joining two regions of ectopically paired polytene chromosomes.
GO:0120100	166	A transmembrane complex embedded in the cytoplasmic membrane which is the motor force, or torque, generator of the bacterial-type flagellum. The motor consists of a membrane-anchored rotor complex surrounded by one or more stator complexes in the cytoplasmic membrane. The stator consists of a hetero-hexameric complex of 2 membrane proteins, A and B, with stoichiometry A4B2. Examples are the H+ driven MotA-MotB stator complex of Escherichia coli and Salmonella enterica, and the Na+ driven PomA-PomB stator complex of Vibrio and Shewanella species. The rotor complex consists of a membrane-anchored ring and the motor switch complex, which controls the direction of flagellar rotation.
GO:0099079	167	An amorphous cytoskeletal structure consisting of aggregated actin filaments and associated proteins (including fibrin and capping protein) in which there is little or no actin filament turnover.  In yeast (S. pombe and S. cerevisiae) these are found only in quiescent cells and are thought to serve as a reserve store of actin.
GO:0000802	168	A structural unit of the synaptonemal complex that spans the regions between the lateral elements and connects them.
GO:0030427	169	Any part of a cell where non-isotropic growth takes place.
GO:0031430	170	The midline of aligned thick filaments in a sarcomere; location of specific proteins that link thick filaments. Depending on muscle type the M band consists of different numbers of M lines.
GO:0031674	171	A region of a sarcomere that appears as a light band on each side of the Z disc, comprising a region of the sarcomere where thin (actin) filaments are not overlapped by thick (myosin) filaments; contains actin, troponin, and tropomyosin; each sarcomere includes half of an I band at each end.
GO:0030312	172	A structure that lies outside the plasma membrane and surrounds the entire cell or cells. This does not include the periplasmic space.
GO:0044217	173	Any constituent part of a secondary organism with which the first organism is interacting.
GO:0009504	174	The nascent cell membrane and cell wall structure that forms between two daughter nuclei near the center of a dividing plant cell. It develops at the equitorial region of the phragmoplast. It grows outwards to join with the lateral walls and form two daughter cells.
GO:0061823	175	A ring-like structure observed at the base of the ciliary cap of insect spermatids. This structure may anchor the axoneme to the ciliary cap membrane and/or act as a diffusion barrier, proposed to be analogous to the annulus of mammalian sperm flagellum.
GO:0045178	176	The region of a cell situated near the base. For example, in a polarized epithelial cell, the basal surface rests on the basal lamina that separates the epithelium from other tissue.
GO:0034646	177	A lipid monolayer that surrounds and encloses an organelle.
GO:0097197	178	A pre-organized unit composed either of adhesion molecules (mainly integrins and members of the Ig superfamily), signaling receptors and/or enzyme-enriched plasma membrane domains that compartmentalizes cellular processes. Tetraspanin-enriched microdomains might be specially suited for the regulation of avidity of adhesion receptors and the compartmentalization of enzymatic activities.
GO:0034399	179	The portion of the nuclear lumen proximal to the inner nuclear membrane.
GO:0120104	180	The region of the mitotic actomyosin ring adjacent to the plasma membrane where membrane bound scaffolds are located.
GO:0071597	181	Crater-like ring of chitinous scar tissue located on the surface of the daughter cell, in budding fungi, at the site of separation from the mother cell. It is formed after the newly emerged daughter cell separates, thereby marking the site of cytokinesis and septation.
GO:0097566	182	Set of four basal bodies found in Giardia species (trophozoite stage). It comprises the left lateral basal body pair and the left middle basal body pair (i.e. the anterior, ventral, caudal and posteriolateral basal bodies located to the right of the left nucleus of the trophozoite when viewed dorsally).
GO:0042587	183	Cytoplasmic bead-like structures of animal cells, visible by electron microscope. Each granule is a functional unit with the biosynthesis and catabolism of glycogen being catalyzed by enzymes bound to the granule surface.
GO:1990014	184	Square array of closely spaced intramembrane particles, 4-6 nm in size, that form supramolecular aggregates found in the plasma membrane of astrocytes, skeletal muscle and epithelial cells. They have been shown to contain aquaporins (water channels).
GO:0097038	185	The portion of endoplasmic reticulum, the intracellular network of tubules and cisternae, that occurs near the nucleus. The lumen of the perinuclear endoplasmic reticulum is contiguous with the nuclear envelope lumen (also called perinuclear space), the region between the inner and outer nuclear membranes.
GO:1990916	186	The outermost layers of the spore wall, as described in Schizosaccharomyces pombe.
GO:0090652	187	The region of the cytoplasm located at the basolateral side of the cell. Used in reference to animal polarized epithelial cells.
GO:0034992	188	A region of the nuclear envelope to which a microtubule organizing center (MTOC) attaches; protein complexes embedded in the nuclear envelope mediate direct or indirect linkages between the microtubule cytoskeleton and the nuclear envelope.
GO:0043220	189	Regions within compact myelin in which the cytoplasmic faces of the enveloping myelin sheath are not tightly juxtaposed, and include cytoplasm from the cell responsible for making the myelin. Schmidt-Lanterman incisures occur in the compact myelin internode, while lateral loops are analogous structures found in the paranodal region adjacent to the nodes of Ranvier.
GO:0043159	190	A structural framework, or 'dense core' at the interior of an acrosome. May regulate the distribution of hydrolases within the acrosome and their release during the acrosome reaction.
GO:0014705	191	A region of the A band in which myosin-binding protein C is located and that can be seen by electron microscopy. This is a functional zone that also includes myosin.
