Souce	Edge	Target	SIndex	EIndex	TIndex
GO:0110165	is_a_inverse	GO:0009418	1	1	161
GO:0110165	is_a_inverse	GO:0009419	1	1	365
GO:0110165	is_a_inverse	GO:0009420	1	1	414
GO:0110165	is_a_inverse	GO:0009421	1	1	402
GO:0110165	is_a_inverse	GO:0009422	1	1	424
GO:0110165	is_a_inverse	GO:0009424	1	1	96
GO:0110165	is_a_inverse	GO:0009425	1	1	50
GO:0110165	is_a_inverse	GO:0009426	1	1	272
GO:0110165	is_a_inverse	GO:0009427	1	1	15
GO:0110165	is_a_inverse	GO:0009428	1	1	151
GO:0110165	is_a_inverse	GO:0009429	1	1	121
GO:0110165	is_a_inverse	GO:0009431	1	1	98
GO:0110165	is_a_inverse	GO:0009433	1	1	287
GO:0110165	is_a_inverse	GO:0009504	1	1	174
GO:0110165	is_a_inverse	GO:0009510	1	1	95
GO:0110165	is_a_inverse	GO:0009524	1	1	376
GO:0110165	is_a_inverse	GO:0009525	1	1	249
GO:0110165	is_a_inverse	GO:0009532	1	1	353
GO:0110165	is_a_inverse	GO:0009541	1	1	117
GO:0110165	is_a_inverse	GO:0009542	1	1	14
GO:0110165	is_a_inverse	GO:0009546	1	1	13
GO:0110165	is_a_inverse	GO:0009548	1	1	39
GO:0110165	is_a_inverse	GO:0009549	1	1	73
GO:0110165	is_a_inverse	GO:0009574	1	1	339
GO:0110165	is_a_inverse	GO:0009930	1	1	349
GO:0110165	is_a_inverse	GO:0009986	1	1	84
GO:0110165	is_a_inverse	GO:0010287	1	1	225
GO:0110165	is_a_inverse	GO:0010319	1	1	58
GO:0110165	is_a_inverse	GO:0010339	1	1	355
GO:0110165	is_a_inverse	GO:0012505	1	1	125
GO:0110165	is_a_inverse	GO:0014705	1	1	191
GO:0110165	is_a_inverse	GO:0014801	1	1	274
GO:0110165	is_a_inverse	GO:0016020	1	1	309
GO:0110165	is_a_inverse	GO:0016328	1	1	127
GO:0110165	is_a_inverse	GO:0016363	1	1	261
GO:0110165	is_a_inverse	GO:0016604	1	1	65
GO:0110165	is_a_inverse	GO:0018995	1	1	208
GO:0110165	is_a_inverse	GO:0019037	1	1	401
GO:0110165	is_a_inverse	GO:0019898	1	1	388
GO:0110165	is_a_inverse	GO:0020007	1	1	143
GO:0110165	is_a_inverse	GO:0020008	1	1	18
GO:0110165	is_a_inverse	GO:0020010	1	1	325
GO:0110165	is_a_inverse	GO:0020016	1	1	279
GO:0110165	is_a_inverse	GO:0020023	1	1	317
GO:0110165	is_a_inverse	GO:0020031	1	1	110
GO:0110165	is_a_inverse	GO:0020032	1	1	340
GO:0110165	is_a_inverse	GO:0020038	1	1	134
GO:0110165	is_a_inverse	GO:0020039	1	1	31
GO:0110165	is_a_inverse	GO:0030017	1	1	326
GO:0110165	is_a_inverse	GO:0030018	1	1	359
GO:0110165	is_a_inverse	GO:0030054	1	1	310
GO:0110165	is_a_inverse	GO:0030061	1	1	216
GO:0110165	is_a_inverse	GO:0030312	1	1	172
GO:0110165	is_a_inverse	GO:0030315	1	1	282
GO:0110165	is_a_inverse	GO:0030427	1	1	169
GO:0110165	is_a_inverse	GO:0030428	1	1	416
GO:0110165	is_a_inverse	GO:0030478	1	1	423
GO:0110165	is_a_inverse	GO:0030486	1	1	425
GO:0110165	is_a_inverse	GO:0030496	1	1	265
GO:0110165	is_a_inverse	GO:0030694	1	1	17
GO:0110165	is_a_inverse	GO:0030874	1	1	255
GO:0110165	is_a_inverse	GO:0030875	1	1	354
GO:0110165	is_a_inverse	GO:0031224	1	1	245
GO:0110165	is_a_inverse	GO:0031252	1	1	332
GO:0110165	is_a_inverse	GO:0031254	1	1	394
GO:0110165	is_a_inverse	GO:0031256	1	1	69
GO:0110165	is_a_inverse	GO:0031257	1	1	82
GO:0110165	is_a_inverse	GO:0031430	1	1	170
GO:0110165	is_a_inverse	GO:0031592	1	1	87
GO:0110165	is_a_inverse	GO:0031672	1	1	88
GO:0110165	is_a_inverse	GO:0031673	1	1	286
GO:0110165	is_a_inverse	GO:0031674	1	1	171
GO:0110165	is_a_inverse	GO:0031910	1	1	44
GO:0110165	is_a_inverse	GO:0031911	1	1	333
GO:0110165	is_a_inverse	GO:0031912	1	1	269
GO:0110165	is_a_inverse	GO:0031974	1	1	392
GO:0110165	is_a_inverse	GO:0031975	1	1	159
GO:0110165	is_a_inverse	GO:0031977	1	1	126
GO:0110165	is_a_inverse	GO:0031984	1	1	252
GO:0110165	is_a_inverse	GO:0032123	1	1	214
GO:0110165	is_a_inverse	GO:0032126	1	1	108
GO:0110165	is_a_inverse	GO:0032153	1	1	56
GO:0110165	is_a_inverse	GO:0032158	1	1	296
GO:0110165	is_a_inverse	GO:0032161	1	1	118
GO:0110165	is_a_inverse	GO:0032178	1	1	342
GO:0110165	is_a_inverse	GO:0032179	1	1	26
GO:0110165	is_a_inverse	GO:0032426	1	1	42
GO:0110165	is_a_inverse	GO:0032432	1	1	234
GO:0110165	is_a_inverse	GO:0032433	1	1	251
GO:0110165	is_a_inverse	GO:0032437	1	1	283
GO:0110165	is_a_inverse	GO:0032579	1	1	89
GO:0110165	is_a_inverse	GO:0032584	1	1	327
GO:0110165	is_a_inverse	GO:0033012	1	1	99
GO:0110165	is_a_inverse	GO:0033101	1	1	371
GO:0110165	is_a_inverse	GO:0033150	1	1	242
GO:0110165	is_a_inverse	GO:0033172	1	1	323
GO:0110165	is_a_inverse	GO:0033268	1	1	136
GO:0110165	is_a_inverse	GO:0033269	1	1	224
GO:0110165	is_a_inverse	GO:0033270	1	1	337
GO:0110165	is_a_inverse	GO:0033774	1	1	124
GO:0110165	is_a_inverse	GO:0034399	1	1	179
GO:0110165	is_a_inverse	GO:0034451	1	1	307
GO:0110165	is_a_inverse	GO:0034646	1	1	177
GO:0110165	is_a_inverse	GO:0034992	1	1	188
GO:0110165	is_a_inverse	GO:0035182	1	1	113
GO:0110165	is_a_inverse	GO:0035183	1	1	419
GO:0110165	is_a_inverse	GO:0035253	1	1	373
GO:0110165	is_a_inverse	GO:0035686	1	1	232
GO:0110165	is_a_inverse	GO:0035748	1	1	239
GO:0110165	is_a_inverse	GO:0035749	1	1	347
GO:0110165	is_a_inverse	GO:0035843	1	1	301
GO:0110165	is_a_inverse	GO:0035869	1	1	153
GO:0110165	is_a_inverse	GO:0036007	1	1	267
GO:0110165	is_a_inverse	GO:0036063	1	1	221
GO:0110165	is_a_inverse	GO:0036117	1	1	91
GO:0110165	is_a_inverse	GO:0036224	1	1	200
GO:0110165	is_a_inverse	GO:0036379	1	1	64
GO:0110165	is_a_inverse	GO:0036457	1	1	343
GO:0110165	is_a_inverse	GO:0036477	1	1	229
GO:0110165	is_a_inverse	GO:0042587	1	1	183
GO:0110165	is_a_inverse	GO:0042597	1	1	237
GO:0110165	is_a_inverse	GO:0042641	1	1	393
GO:0110165	is_a_inverse	GO:0042716	1	1	329
GO:0110165	is_a_inverse	GO:0042718	1	1	16
GO:0110165	is_a_inverse	GO:0042763	1	1	254
GO:0110165	is_a_inverse	GO:0042995	1	1	256
GO:0110165	is_a_inverse	GO:0043034	1	1	300
GO:0110165	is_a_inverse	GO:0043036	1	1	336
GO:0110165	is_a_inverse	GO:0043159	1	1	190
GO:0110165	is_a_inverse	GO:0043188	1	1	383
GO:0110165	is_a_inverse	GO:0043194	1	1	357
GO:0110165	is_a_inverse	GO:0043196	1	1	35
GO:0110165	is_a_inverse	GO:0043198	1	1	54
GO:0110165	is_a_inverse	GO:0043203	1	1	422
GO:0110165	is_a_inverse	GO:0043204	1	1	215
GO:0110165	is_a_inverse	GO:0043209	1	1	83
GO:0110165	is_a_inverse	GO:0043218	1	1	395
GO:0110165	is_a_inverse	GO:0043219	1	1	135
GO:0110165	is_a_inverse	GO:0043220	1	1	189
GO:0110165	is_a_inverse	GO:0043226	1	1	7
GO:0110165	is_a_inverse	GO:0043245	1	1	429
GO:0110165	is_a_inverse	GO:0043265	1	1	412
GO:0110165	is_a_inverse	GO:0043592	1	1	59
GO:0110165	is_a_inverse	GO:0043593	1	1	308
GO:0110165	is_a_inverse	GO:0043595	1	1	312
GO:0110165	is_a_inverse	GO:0043662	1	1	271
GO:0110165	is_a_inverse	GO:0043668	1	1	399
GO:0110165	is_a_inverse	GO:0043669	1	1	289
GO:0110165	is_a_inverse	GO:0043670	1	1	145
GO:0110165	is_a_inverse	GO:0043671	1	1	257
GO:0110165	is_a_inverse	GO:0043672	1	1	411
GO:0110165	is_a_inverse	GO:0043673	1	1	25
GO:0110165	is_a_inverse	GO:0043674	1	1	358
GO:0110165	is_a_inverse	GO:0043675	1	1	201
GO:0110165	is_a_inverse	GO:0043676	1	1	375
GO:0110165	is_a_inverse	GO:0043678	1	1	92
GO:0110165	is_a_inverse	GO:0043680	1	1	390
GO:0110165	is_a_inverse	GO:0044099	1	1	277
GO:0110165	is_a_inverse	GO:0044195	1	1	198
GO:0110165	is_a_inverse	GO:0044217	1	1	173
GO:0110165	is_a_inverse	GO:0044224	1	1	37
GO:0110165	is_a_inverse	GO:0044232	1	1	322
GO:0110165	is_a_inverse	GO:0044280	1	1	413
GO:0110165	is_a_inverse	GO:0044290	1	1	22
GO:0110165	is_a_inverse	GO:0044292	1	1	346
GO:0110165	is_a_inverse	GO:0044297	1	1	427
GO:0110165	is_a_inverse	GO:0044298	1	1	344
GO:0110165	is_a_inverse	GO:0044303	1	1	53
GO:0110165	is_a_inverse	GO:0044304	1	1	122
GO:0110165	is_a_inverse	GO:0044306	1	1	233
GO:0110165	is_a_inverse	GO:0044322	1	1	248
GO:0110165	is_a_inverse	GO:0044326	1	1	28
GO:0110165	is_a_inverse	GO:0044327	1	1	106
GO:0110165	is_a_inverse	GO:0045169	1	1	236
GO:0110165	is_a_inverse	GO:0045171	1	1	362
GO:0110165	is_a_inverse	GO:0045177	1	1	387
GO:0110165	is_a_inverse	GO:0045178	1	1	176
GO:0110165	is_a_inverse	GO:0046691	1	1	195
GO:0110165	is_a_inverse	GO:0046818	1	1	348
GO:0110165	is_a_inverse	GO:0046868	1	1	220
GO:0110165	is_a_inverse	GO:0048217	1	1	374
GO:0110165	is_a_inverse	GO:0048222	1	1	409
GO:0110165	is_a_inverse	GO:0048223	1	1	93
GO:0110165	is_a_inverse	GO:0048224	1	1	324
GO:0110165	is_a_inverse	GO:0048225	1	1	403
GO:0110165	is_a_inverse	GO:0048226	1	1	263
GO:0110165	is_a_inverse	GO:0048471	1	1	30
GO:0110165	is_a_inverse	GO:0048786	1	1	294
GO:0110165	is_a_inverse	GO:0051233	1	1	8
GO:0110165	is_a_inverse	GO:0055044	1	1	316
GO:0110165	is_a_inverse	GO:0055120	1	1	377
GO:0110165	is_a_inverse	GO:0060104	1	1	306
GO:0110165	is_a_inverse	GO:0060105	1	1	260
GO:0110165	is_a_inverse	GO:0060106	1	1	115
GO:0110165	is_a_inverse	GO:0060107	1	1	78
GO:0110165	is_a_inverse	GO:0060108	1	1	284
GO:0110165	is_a_inverse	GO:0060109	1	1	408
GO:0110165	is_a_inverse	GO:0060110	1	1	68
GO:0110165	is_a_inverse	GO:0060111	1	1	341
GO:0110165	is_a_inverse	GO:0060187	1	1	61
GO:0110165	is_a_inverse	GO:0060417	1	1	211
GO:0110165	is_a_inverse	GO:0060418	1	1	230
GO:0110165	is_a_inverse	GO:0061645	1	1	320
GO:0110165	is_a_inverse	GO:0061822	1	1	57
GO:0110165	is_a_inverse	GO:0061823	1	1	175
GO:0110165	is_a_inverse	GO:0061825	1	1	79
GO:0110165	is_a_inverse	GO:0061826	1	1	5
GO:0110165	is_a_inverse	GO:0061827	1	1	85
GO:0110165	is_a_inverse	GO:0061830	1	1	404
GO:0110165	is_a_inverse	GO:0061834	1	1	273
GO:0110165	is_a_inverse	GO:0061835	1	1	210
GO:0110165	is_a_inverse	GO:0061845	1	1	356
GO:0110165	is_a_inverse	GO:0061908	1	1	421
GO:0110165	is_a_inverse	GO:0062074	1	1	109
GO:0110165	is_a_inverse	GO:0062160	1	1	318
GO:0110165	is_a_inverse	GO:0062201	1	1	226
GO:0110165	is_a_inverse	GO:0070057	1	1	154
GO:0110165	is_a_inverse	GO:0070115	1	1	36
GO:0110165	is_a_inverse	GO:0070258	1	1	338
GO:0110165	is_a_inverse	GO:0070469	1	1	207
GO:0110165	is_a_inverse	GO:0070645	1	1	369
GO:0110165	is_a_inverse	GO:0070687	1	1	223
GO:0110165	is_a_inverse	GO:0070701	1	1	305
GO:0110165	is_a_inverse	GO:0070825	1	1	197
GO:0110165	is_a_inverse	GO:0070865	1	1	331
GO:0110165	is_a_inverse	GO:0070938	1	1	66
GO:0110165	is_a_inverse	GO:0070971	1	1	24
GO:0110165	is_a_inverse	GO:0071341	1	1	319
GO:0110165	is_a_inverse	GO:0071597	1	1	181
GO:0110165	is_a_inverse	GO:0071808	1	1	386
GO:0110165	is_a_inverse	GO:0071944	1	1	114
GO:0110165	is_a_inverse	GO:0072324	1	1	162
GO:0110165	is_a_inverse	GO:0072562	1	1	80
GO:0110165	is_a_inverse	GO:0085036	1	1	46
GO:0110165	is_a_inverse	GO:0090405	1	1	41
GO:0110165	is_a_inverse	GO:0090543	1	1	379
GO:0110165	is_a_inverse	GO:0090552	1	1	147
GO:0110165	is_a_inverse	GO:0090553	1	1	155
GO:0110165	is_a_inverse	GO:0090635	1	1	202
GO:0110165	is_a_inverse	GO:0090636	1	1	290
GO:0110165	is_a_inverse	GO:0090637	1	1	62
GO:0110165	is_a_inverse	GO:0090641	1	1	60
GO:0110165	is_a_inverse	GO:0090642	1	1	384
GO:0110165	is_a_inverse	GO:0090651	1	1	381
GO:0110165	is_a_inverse	GO:0090652	1	1	187
GO:0110165	is_a_inverse	GO:0090658	1	1	295
GO:0110165	is_a_inverse	GO:0090688	1	1	55
GO:0110165	is_a_inverse	GO:0090689	1	1	281
GO:0110165	is_a_inverse	GO:0090692	1	1	77
GO:0110165	is_a_inverse	GO:0090724	1	1	70
GO:0110165	is_a_inverse	GO:0090725	1	1	152
GO:0110165	is_a_inverse	GO:0090726	1	1	209
GO:0110165	is_a_inverse	GO:0090734	1	1	428
GO:0110165	is_a_inverse	GO:0097002	1	1	299
GO:0110165	is_a_inverse	GO:0097038	1	1	185
GO:0110165	is_a_inverse	GO:0097047	1	1	285
GO:0110165	is_a_inverse	GO:0097197	1	1	178
GO:0110165	is_a_inverse	GO:0097203	1	1	291
GO:0110165	is_a_inverse	GO:0097204	1	1	81
GO:0110165	is_a_inverse	GO:0097217	1	1	259
GO:0110165	is_a_inverse	GO:0097218	1	1	75
GO:0110165	is_a_inverse	GO:0097224	1	1	278
GO:0110165	is_a_inverse	GO:0097225	1	1	128
GO:0110165	is_a_inverse	GO:0097226	1	1	258
GO:0110165	is_a_inverse	GO:0097227	1	1	103
GO:0110165	is_a_inverse	GO:0097228	1	1	9
GO:0110165	is_a_inverse	GO:0097229	1	1	366
GO:0110165	is_a_inverse	GO:0097268	1	1	146
GO:0110165	is_a_inverse	GO:0097313	1	1	264
GO:0110165	is_a_inverse	GO:0097356	1	1	71
GO:0110165	is_a_inverse	GO:0097422	1	1	246
GO:0110165	is_a_inverse	GO:0097423	1	1	350
GO:0110165	is_a_inverse	GO:0097427	1	1	212
GO:0110165	is_a_inverse	GO:0097433	1	1	19
GO:0110165	is_a_inverse	GO:0097445	1	1	250
GO:0110165	is_a_inverse	GO:0097448	1	1	367
GO:0110165	is_a_inverse	GO:0097478	1	1	90
GO:0110165	is_a_inverse	GO:0097540	1	1	149
GO:0110165	is_a_inverse	GO:0097541	1	1	352
GO:0110165	is_a_inverse	GO:0097542	1	1	330
GO:0110165	is_a_inverse	GO:0097543	1	1	360
GO:0110165	is_a_inverse	GO:0097544	1	1	33
GO:0110165	is_a_inverse	GO:0097545	1	1	140
GO:0110165	is_a_inverse	GO:0097546	1	1	111
GO:0110165	is_a_inverse	GO:0097562	1	1	345
GO:0110165	is_a_inverse	GO:0097563	1	1	141
GO:0110165	is_a_inverse	GO:0097564	1	1	123
GO:0110165	is_a_inverse	GO:0097565	1	1	204
GO:0110165	is_a_inverse	GO:0097566	1	1	182
GO:0110165	is_a_inverse	GO:0097567	1	1	222
GO:0110165	is_a_inverse	GO:0097568	1	1	410
GO:0110165	is_a_inverse	GO:0097569	1	1	157
GO:0110165	is_a_inverse	GO:0097574	1	1	426
GO:0110165	is_a_inverse	GO:0097591	1	1	213
GO:0110165	is_a_inverse	GO:0097592	1	1	23
GO:0110165	is_a_inverse	GO:0097593	1	1	370
GO:0110165	is_a_inverse	GO:0097594	1	1	205
GO:0110165	is_a_inverse	GO:0097595	1	1	217
GO:0110165	is_a_inverse	GO:0097596	1	1	351
GO:0110165	is_a_inverse	GO:0097610	1	1	227
GO:0110165	is_a_inverse	GO:0097613	1	1	397
GO:0110165	is_a_inverse	GO:0097614	1	1	131
GO:0110165	is_a_inverse	GO:0097653	1	1	129
GO:0110165	is_a_inverse	GO:0097683	1	1	12
GO:0110165	is_a_inverse	GO:0097684	1	1	303
GO:0110165	is_a_inverse	GO:0097735	1	1	292
GO:0110165	is_a_inverse	GO:0098552	1	1	228
GO:0110165	is_a_inverse	GO:0098687	1	1	120
GO:0110165	is_a_inverse	GO:0098793	1	1	253
GO:0110165	is_a_inverse	GO:0098794	1	1	311
GO:0110165	is_a_inverse	GO:0098833	1	1	364
GO:0110165	is_a_inverse	GO:0098843	1	1	52
GO:0110165	is_a_inverse	GO:0098862	1	1	235
GO:0110165	is_a_inverse	GO:0099079	1	1	167
GO:0110165	is_a_inverse	GO:0099080	1	1	396
GO:0110165	is_a_inverse	GO:0099086	1	1	420
GO:0110165	is_a_inverse	GO:0106124	1	1	313
GO:0110165	is_a_inverse	GO:0106125	1	1	43
GO:0110165	is_a_inverse	GO:0106126	1	1	241
GO:0110165	is_a_inverse	GO:0110071	1	1	20
GO:0110165	is_a_inverse	GO:0110092	1	1	67
GO:0110165	is_a_inverse	GO:0110093	1	1	156
GO:0110165	is_a_inverse	GO:0120043	1	1	4
GO:0110165	is_a_inverse	GO:0120044	1	1	276
GO:0110165	is_a_inverse	GO:0120082	1	1	218
GO:0110165	is_a_inverse	GO:0120083	1	1	49
GO:0110165	is_a_inverse	GO:0120098	1	1	142
GO:0110165	is_a_inverse	GO:0120100	1	1	166
GO:0110165	is_a_inverse	GO:0120102	1	1	203
GO:0110165	is_a_inverse	GO:0120104	1	1	180
GO:0110165	is_a_inverse	GO:0120105	1	1	47
GO:0110165	is_a_inverse	GO:0120106	1	1	385
GO:0110165	is_a_inverse	GO:0120107	1	1	133
GO:0110165	is_a_inverse	GO:0120120	1	1	268
GO:0110165	is_a_inverse	GO:0120121	1	1	270
GO:0110165	is_a_inverse	GO:0120134	1	1	130
GO:0110165	is_a_inverse	GO:0120135	1	1	144
GO:0110165	is_a_inverse	GO:0120205	1	1	219
GO:0110165	is_a_inverse	GO:0120206	1	1	298
GO:0110165	is_a_inverse	GO:0120212	1	1	206
GO:0110165	is_a_inverse	GO:0120219	1	1	150
GO:0110165	is_a_inverse	GO:0120220	1	1	315
GO:0110165	is_a_inverse	GO:0120260	1	1	407
GO:0110165	is_a_inverse	GO:0120280	1	1	335
GO:0110165	is_a_inverse	GO:0120307	1	1	334
GO:0110165	is_a_inverse	GO:0120321	1	1	417
GO:0110165	is_a_inverse	GO:0140022	1	1	63
GO:0110165	is_a_inverse	GO:0140510	1	1	293
GO:0110165	is_a_inverse	GO:0140511	1	1	368
GO:0110165	is_a_inverse	GO:0140512	1	1	11
GO:0110165	is_a_inverse	GO:0140599	1	1	116
GO:0110165	is_a_inverse	GO:0150004	1	1	74
GO:0110165	is_a_inverse	GO:0150034	1	1	275
GO:0110165	is_a_inverse	GO:1990013	1	1	314
GO:0110165	is_a_inverse	GO:1990014	1	1	184
GO:0110165	is_a_inverse	GO:1990015	1	1	72
GO:0110165	is_a_inverse	GO:1990016	1	1	361
GO:0110165	is_a_inverse	GO:1990018	1	1	398
GO:0110165	is_a_inverse	GO:1990030	1	1	94
GO:0110165	is_a_inverse	GO:1990031	1	1	193
GO:0110165	is_a_inverse	GO:1990037	1	1	21
GO:0110165	is_a_inverse	GO:1990038	1	1	415
GO:0110165	is_a_inverse	GO:1990047	1	1	27
GO:0110165	is_a_inverse	GO:1990073	1	1	148
GO:0110165	is_a_inverse	GO:1990225	1	1	29
GO:0110165	is_a_inverse	GO:1990295	1	1	48
GO:0110165	is_a_inverse	GO:1990427	1	1	302
GO:0110165	is_a_inverse	GO:1990716	1	1	34
GO:0110165	is_a_inverse	GO:1990717	1	1	304
GO:0110165	is_a_inverse	GO:1990718	1	1	391
GO:0110165	is_a_inverse	GO:1990752	1	1	400
GO:0110165	is_a_inverse	GO:1990783	1	1	45
GO:0110165	is_a_inverse	GO:1990794	1	1	262
GO:0110165	is_a_inverse	GO:1990805	1	1	243
GO:0110165	is_a_inverse	GO:1990819	1	1	105
GO:0110165	is_a_inverse	GO:1990826	1	1	137
GO:0110165	is_a_inverse	GO:1990836	1	1	100
GO:0110165	is_a_inverse	GO:1990875	1	1	51
GO:0110165	is_a_inverse	GO:1990876	1	1	160
GO:0110165	is_a_inverse	GO:1990900	1	1	238
GO:0110165	is_a_inverse	GO:1990916	1	1	186
GO:0032991	is_a	GO:0005575	2	0	0
GO:0032991	is_a_inverse	GO:0000133	2	1	576
GO:0032991	is_a_inverse	GO:0000408	2	1	613
GO:0032991	is_a_inverse	GO:0000417	2	1	441
GO:0032991	is_a_inverse	GO:0000444	2	1	559
GO:0032991	is_a_inverse	GO:0000808	2	1	447
GO:0032991	is_a_inverse	GO:0000930	2	1	513
GO:0032991	is_a_inverse	GO:0000939	2	1	682
GO:0032991	is_a_inverse	GO:0000940	2	1	672
GO:0032991	is_a_inverse	GO:0000974	2	1	689
GO:0032991	is_a_inverse	GO:0001114	2	1	690
GO:0032991	is_a_inverse	GO:0001534	2	1	592
GO:0032991	is_a_inverse	GO:0001535	2	1	546
GO:0032991	is_a_inverse	GO:0001536	2	1	642
GO:0032991	is_a_inverse	GO:0002096	2	1	615
GO:0032991	is_a_inverse	GO:0002133	2	1	467
GO:0032991	is_a_inverse	GO:0002142	2	1	553
GO:0032991	is_a_inverse	GO:0002167	2	1	488
GO:0032991	is_a_inverse	GO:0002193	2	1	697
GO:0032991	is_a_inverse	GO:0002199	2	1	451
GO:0032991	is_a_inverse	GO:0002929	2	1	518
GO:0032991	is_a_inverse	GO:0005577	2	1	510
GO:0032991	is_a_inverse	GO:0005581	2	1	540
GO:0032991	is_a_inverse	GO:0005602	2	1	644
GO:0032991	is_a_inverse	GO:0005616	2	1	461
GO:0032991	is_a_inverse	GO:0005663	2	1	493
GO:0032991	is_a_inverse	GO:0005667	2	1	581
GO:0032991	is_a_inverse	GO:0005831	2	1	517
GO:0032991	is_a_inverse	GO:0005833	2	1	670
GO:0032991	is_a_inverse	GO:0005838	2	1	583
GO:0032991	is_a_inverse	GO:0005850	2	1	683
GO:0032991	is_a_inverse	GO:0005851	2	1	658
GO:0032991	is_a_inverse	GO:0005852	2	1	586
GO:0032991	is_a_inverse	GO:0005853	2	1	530
GO:0032991	is_a_inverse	GO:0005854	2	1	651
GO:0032991	is_a_inverse	GO:0005861	2	1	591
GO:0032991	is_a_inverse	GO:0005862	2	1	500
GO:0032991	is_a_inverse	GO:0005875	2	1	509
GO:0032991	is_a_inverse	GO:0005885	2	1	453
GO:0032991	is_a_inverse	GO:0005931	2	1	631
GO:0032991	is_a_inverse	GO:0008091	2	1	692
GO:0032991	is_a_inverse	GO:0008290	2	1	456
GO:0032991	is_a_inverse	GO:0008537	2	1	558
GO:0032991	is_a_inverse	GO:0008540	2	1	431
GO:0032991	is_a_inverse	GO:0008541	2	1	516
GO:0032991	is_a_inverse	GO:0015627	2	1	669
GO:0032991	is_a_inverse	GO:0016272	2	1	433
GO:0032991	is_a_inverse	GO:0016281	2	1	502
GO:0032991	is_a_inverse	GO:0016459	2	1	668
GO:0032991	is_a_inverse	GO:0017102	2	1	621
GO:0032991	is_a_inverse	GO:0018444	2	1	685
GO:0032991	is_a_inverse	GO:0019035	2	1	523
GO:0032991	is_a_inverse	GO:0019036	2	1	608
GO:0032991	is_a_inverse	GO:0019773	2	1	468
GO:0032991	is_a_inverse	GO:0019774	2	1	470
GO:0032991	is_a_inverse	GO:0019814	2	1	460
GO:0032991	is_a_inverse	GO:0022623	2	1	579
GO:0032991	is_a_inverse	GO:0022624	2	1	556
GO:0032991	is_a_inverse	GO:0030076	2	1	573
GO:0032991	is_a_inverse	GO:0030080	2	1	674
GO:0032991	is_a_inverse	GO:0030081	2	1	572
GO:0032991	is_a_inverse	GO:0030082	2	1	462
GO:0032991	is_a_inverse	GO:0030256	2	1	694
GO:0032991	is_a_inverse	GO:0030257	2	1	649
GO:0032991	is_a_inverse	GO:0030314	2	1	662
GO:0032991	is_a_inverse	GO:0030990	2	1	475
GO:0032991	is_a_inverse	GO:0030991	2	1	454
GO:0032991	is_a_inverse	GO:0030992	2	1	696
